entrez	symbol	duplicability	origin	essential_celllines_percentage	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	expressed_tissues_mRNA_GTEx	expressed_tissues_mRNA_protatlas	expressed_tissues_protein_protatlas	expressed_celllines_CLP	expressed_celllines_GNE	expressed_celllines_CCLE	germline_SNVs	germline_SVs	LOEUF_score
3757	KCNH2	0	"Last Universal Common Ancestor"	0	42	10501.7	0.097561	3	49	21	24	24	942	219	313	0.0440035		0.274
3762	KCNJ5	1	"Last Universal Common Ancestor"	0	19	1333.11	0.0467836	2	15	10	23	23	937	20	22	0.0930788		1.142
3765	KCNJ9	2	"Last Universal Common Ancestor"	0.183824	7	338.184	0.380952	2	7	3	1	1	945	7	14	0.0271416	0.000848176	0.618
3775	KCNK1	0	"Last Universal Common Ancestor"	0.0892857	72	4788.7	0.0402973	0	29	27	35	35	958	454	645	0.0724206		0.905
3781	KCNN2	0	"Last Universal Common Ancestor"	0	5	39.6539	0.2	0	1	12	15	15	953	75	77	0.0369506	0.000777907	0.274
3782	KCNN3	0	"Last Universal Common Ancestor"	2.01401	9	200.835	0.0833333	0	82	16	29	29	951	81	84	0.0437891		0.319
3786	KCNQ3	0	"Last Universal Common Ancestor"	0	13	234.308	0.141026	2	18	5	3	3	939	84	109	0.0519878	0.00114679	0.356
3791	KDR	0	"Last Universal Common Ancestor"	0.0918274	94	44585.2	0.0901396	37	18	29	34	34	926	74	96	0.0614553	0.000245821	0.249
3792	KEL	0	"Last Universal Common Ancestor"	0	16	3717.92	0.0416667	0	0	6	5	5	952	18	41	0.0601093	0.000455373	1.092
3801	KIFC3	0	Eukaryotes	0	236	55748.7	0.0838442	0	8	30	38	38	955	573	855	0.0597484		0.459
3811	KIR3DL1	4	Mammals	0	12	238.088	0.136364	1	1	2	1	1	942	3	2	0.00975976	0.00225225	1.782
3815	KIT	0	"Last Universal Common Ancestor"	0.0890472	106	10440	0.128482	30	25	25	39	39	946	153	267	0.0389344	0.00102459	0.305
3816	KLK1	0	"Last Universal Common Ancestor"	0	38	2075.04	0.0113798	0	1	12	21	21	955	170	121	0.0445293	0.00127226	1.319
3837	KPNB1	0	"Last Universal Common Ancestor"	76.2537	343	105959	0.101308	20	27	30	43	43	937	675	1019	0.011035	0.000380518	0.092
3842	TNPO1	3	"Last Universal Common Ancestor"	2.29008	140	31219.3	0.0840699	8	121	30	43	43	941	675	1019	0.0263549	0.000371195	0.056
3843	IPO5	1	"Last Universal Common Ancestor"	1.35922	180	27094.4	0.119677	0	23	30	43	43	922	674	1019	0.0385901	0.000303859	0.122
3845	KRAS	3	"Last Universal Common Ancestor"	12.3447	878	840615	0.0213817	15	78	30	43	43	934	675	1019	0.037037		1.24
3860	KRT13	1	Metazoans	0	81	4520.26	0.104012	6	0	29	16	16	937	172	200	0.0982533	0.000727802	0.838
3866	KRT15	1	Metazoans	0	156	17009.6	0.0644334	5	1	9	19	19	954	407	420	0.100877	0.00146199	1.526
3890	KRT84	0	Vertebrates	0	11	18.9958	0.127273	5	0	0	0	0	940	11	7	0.09	0.00166667	1.145
3895	KTN1	0	Vertebrates	0	133	47240.5	0.0683527	4	1	30	43	43	940	675	1019	0.0631295	0.00024564	0.359
3899	AFF3	0	Metazoans	0.0895255	10	158.805	0.266667	0	16	23	37	37	954	217	311	0.0452971	0.00159872	0.221
3908	LAMA2	0	"Last Universal Common Ancestor"	0	11	159.35	0.163636	13	8	29	35	35		93	173	0.102498	0.000854153	0.732
3909	LAMA3	0	"Last Universal Common Ancestor"	0.0891266	45	5881.05	0.0494949	14	2	25	31	31		395	588	0.0707071	0.00010001	0.691
3910	LAMA4	0	"Last Universal Common Ancestor"	0	38	1907.95	0.0711238	11	13	28	35	35	952	250	397	0.082282	0.000548546	0.73
3912	LAMB1	0	"Last Universal Common Ancestor"	0	91	20666.9	0.0534799	23	6	29	36	36	960	570	852	0.0813736	0.000373274	0.64
3915	LAMC1	0	"Last Universal Common Ancestor"	0	72	19116.6	0.0735524	25	76	30	36	36	960	653	978	0.07023	0.000207168	0.198
3929	LBP	0	"Last Universal Common Ancestor"	0	18	1105.74	0.0326797	0	3	8	8	8	937	19	24	0.0658351		1.33
3932	LCK	0	"Last Universal Common Ancestor"	0.178253	164	38661.6	0.0887326	40	1	21	39	39	950	156	205	0.0392927		0.212
3953	LEPR	0	Eukaryotes	0.0938967	38	12953.9	0.0440967	1	3	26	36	36	957	601	362	0.0409156	0.000858369	0.284
3954	LETM1	1	"Last Universal Common Ancestor"	45.5477	105	21669.2	0.0723443	0	54	30	43	43	928	675	1019	0.0703654		0.738
3955	LFNG	0	Metazoans	0	12	104.328	0.469697	0	31	28	43	43	957	489	742	0.0650836	0.000879507	0.69
3956	LGALS1	0	Vertebrates	0	257	159661	0.0336211	5	2	30	43	43	948	663	1009	0.0962963	0.00246914	1.545
3977	LIFR	0	Vertebrates	0.266904	30	5808.78	0.0689655	9	55	29	36	36	960	415	605	0.0604679	0.000607718	0.706
3984	LIMK1	0	"Last Universal Common Ancestor"	0.0892857	62	12655.4	0.0629297	3	52	30	43	43	935	675	1019	0.0561566	0.0010304	0.225
3993	LLGL2	0	"Last Universal Common Ancestor"	0.365631	108	12180.9	0.0391139	2	25	29	39	39	961	548	789	0.10915	0.000653595	0.711
3996	LLGL1	0	"Last Universal Common Ancestor"	0.0914913	52	3683.3	0.137255	1	70	30	35	35	940	675	1019	0.0776942		0.53
4004	LMO1	1	"Last Universal Common Ancestor"	0	141	30273.8	0.0407295	4	0	5	6	6	945	69	85	0.106838	0.00213675	0.633
4005	LMO2	0	"Last Universal Common Ancestor"	1.41593	247	83290.4	0.0411771	11	1	30	38	38	953	150	239	0.0660793		1.028
4009	LMX1A	0	"Last Universal Common Ancestor"	0	6	64.1156	0.266667	0	16	2	2	2	941	4	8	0.0776614	0.0026178	0.274
4026	LPP	0	"Last Universal Common Ancestor"	0.0890472	77	8456.08	0.11039	0	124	30	43	43	958	616	918	0.101852	0.00381264	0.56
4033	IRAG2	0	Metazoans	0	7	11.5865	0.238095	0	0	25	42	42	952	134	208	0.0808283	0.00133601	0.886
4035	LRP1	0	"Last Universal Common Ancestor"	0.178094	155	74113.4	0.0373691	10	6	30	39	39		540	843	0.0565581	0.0000733568	0.058
4045	LSAMP	0	"Last Universal Common Ancestor"	0	4	114.863	0.166667	0	75	21	32	32	941	119	186	0.0424746	0.00831025	0.269
4048	LTA4H	0	"Last Universal Common Ancestor"	0	30	1490.73	0.0896552	0	6	30	43	43	946	675	1019	0.0780142	0.00163666	0.715
4050	LTB	0	Vertebrates	0	4	3.91644	0.5	4	1	24	17	17	950	234	272	0.0614754		1.917
4053	LTBP2	0	"Last Universal Common Ancestor"	0	86	12405	0.0257182	1	33	30	36	36		355	596	0.0657148	0.000366099	0.383
4058	LTK	0	"Last Universal Common Ancestor"	0	15	981.1	0.266667	1	1	16	21	21	946	133	220	0.0632716		1.22
4060	LUM	0	"Last Universal Common Ancestor"	0	25	1764.14	0.1	3	0	28	37	37	956	186	312	0.0424063	0.00295858	0.937
4066	LYL1	0	Vertebrates	0.534759	11	143.298	0.290909	1	2	29	31	31	941	177	227	0.0119048		0.61
4067	LYN	0	"Last Universal Common Ancestor"	0.267142	279	222385	0.0423919	54	51	29	42	42	951	613	904	0.0240885	0.00260417	0.221
4087	SMAD2	1	Metazoans	0.0896057	395	190133	0.0457367	53	76	30	43	43	886	674	1017	0.034975	0.00142755	0.259
4088	SMAD3	1	Metazoans	0	401	237356	0.0523566	82	26	30	41	41	950	657	975	0.0462745		0.4
4089	SMAD4	0	Metazoans	0.357462	298	147307	0.0479967	67	85	30	40	40	843	640	984	0.022343	0.00120773	0.222
4091	SMAD6	0	Metazoans	0.0895255	55	3162.6	0.141414	7	30	28	26	26	957	518	741	0.117608	0.000672043	1.975
4094	MAF	0	Metazoans	0.445236	28	1346.33	0.219577	1	45	30	40	40	959	145	246	0.038048		0.537
4100	MAGEA1	6	"Last Universal Common Ancestor"	0	87	26282	0.0240577	1	0	1	1	1	956	156	212	0.00647249		
4105	MAGEA6	6	"Last Universal Common Ancestor"	1.0223	111	15091.6	0.0191646	0	20	1	1	1		150	370	0.007431	0.00106157	
4124	MAN2A1	0	"Last Universal Common Ancestor"	0	37	2377.64	0.0735736	1	19	30	42	42	946	668	1010	0.0594406	0.00174825	0.617
4140	MARK3	0	"Last Universal Common Ancestor"	0.267142	109	18748.5	0.0898743	24	1	30	43	43	909	675	1019	0.0646304	0.000442674	0.629
4149	MAX	0	Opisthokonts	15.8279	200	35021.2	0.0875879	8	42	30	43	43	941	675	1018	0.0833333	0.00208333	0.462
4150	MAZ	0	"Last Universal Common Ancestor"	0.0896057	30	526.308	0.181609	0	120	30	43	43	951	675	1018	0.00946586	0.00270453	0.351
4152	MBD1	0	"Last Universal Common Ancestor"	0.0896057	46	4493.15	0.171981	6	31	30	43	43	902	674	1018	0.0416667	0.000490196	0.268
4157	MC1R	0	Vertebrates	0.0899281	19	1544.66	0.19883	3	0	29	25	25		540	857	0.132492	0.00105152	1.967
4170	MCL1	0	Metazoans	16.8665	102	21833.9	0.0741604	1	99	30	43	43	955	675	1019	0.0142857	0.00190476	0.29
4174	MCM5	0	"Last Universal Common Ancestor"	63.301	312	60485.7	0.120909	11	23	30	43	43	940	675	1019	0.095822	0.000454133	0.562
4176	MCM7	0	"Last Universal Common Ancestor"	68.691	267	68894.6	0.101124	13	51	30	43	43	947	675	1019	0.136764		1.279
4189	DNAJB9	0	"Last Universal Common Ancestor"	0	158	56381.9	0.035959	0	99	30	43	43	953	675	1019	0.0866966		0.705
4193	MDM2	0	Metazoans	10.8175	587	327880	0.0547529	36	201	30	43	43	943	675	1019	0.028169	0.00268276	0.164
4194	MDM4	0	Metazoans	2.02109	100	12788.6	0.12404	11	152	30	43	43	948	661	1008	0.0312925		0.112
4208	MEF2C	0	Eukaryotes	1.49912	44	4342.22	0.122622	4	19	29	42	42	954	317	382	0.0241546	0.00207039	0.608
4209	MEF2D	0	Eukaryotes	0.887311	46	6441.1	0.165217	3	132	30	42	42	955	675	1019	0.0460653	0.000639795	0.243
4214	MAP3K1	0	"Last Universal Common Ancestor"	0	218	41680.3	0.0930537	3	40	30	42	42	952	656	962	0.0553351		0.214
4216	MAP3K4	0	"Last Universal Common Ancestor"	0.0895255	66	4524.46	0.0689977	2	15	30	43	43	926	674	1019	0.0412521		0.184
4217	MAP3K5	0	"Last Universal Common Ancestor"	0.0892061	122	12877.1	0.109064	4	20	30	43	43	947	579	888	0.0448811	0.000970403	0.34
4221	MEN1	0	Eukaryotes	5.53155	80	4472.58	0.166139	9	32	30	41	41	938	675	1019	0.0332311		0.171
4224	MEP1A	0	"Last Universal Common Ancestor"	0	19	3606.78	0.0643275	1	2	2	8	8	931	22	38	0.0924933		0.919
4233	MET	0	"Last Universal Common Ancestor"	0.79929	167	39596.3	0.0966741	40	39	26	36	36	960	570	830	0.0537405	0.000473485	0.305
4248	MGAT3	0	Eukaryotes	0.0938967	2	1.32468	0	0	1	27	32	32		267	399	0.040025		0.631
4255	MGMT	0	"Last Universal Common Ancestor"	0	80	23109.1	0.163291	0	10	30	43	43	952	542	776	0.0901771	0.00322061	1.783
4261	CIITA	0	"Last Universal Common Ancestor"	0	34	939.405	0.16934	0	24	27	42	42	956	162	203	0.034188		0.583
4286	MITF	0	Opisthokonts	1.06289	43	5731.24	0.156146	2	31	28	40	40	958	410	531	0.0697085	0.00190114	0.308
4287	ATXN3	0	"Last Universal Common Ancestor"	0.182648	413	107432	0.0760831	5	115	29	41	41	923	662	994	0.066482		0.492
4288	MKI67	0	Opisthokonts	0.195503	90	5476.69	0.202497	1	84	7	23	23	940	673	1019	0.018837		0.764
4291	MLF1	0	"Last Universal Common Ancestor"	0	163	34134.3	0.0503673	0	2	28	39	39	962	544	807	0.090301	0.00222965	1.219
4292	MLH1	0	"Last Universal Common Ancestor"	0	222	91719.2	0.0399902	22	40	30	43	43	946	656	992	0.108907	0.000440917	0.575
4293	MAP3K9	0	"Last Universal Common Ancestor"	0.0898473	10	407.479	0.177778	0	119	20	23	23	950	569	802	0.0793083		0.408
4297	KMT2A	0	"Last Universal Common Ancestor"	1.77462	142	11406.9	0.150934	17	110	30	43	43		675	1019	0.0449815		0.065
4298	MLLT1	0	"Last Universal Common Ancestor"	0.446828	74	7610.51	0.136246	11	165	30	40	40	944	675	1018	0.0316041		0.288
4300	MLLT3	0	"Last Universal Common Ancestor"	0.0896057	78	8029.73	0.0959041	8	10	28	40	40	949	563	654	0.0422535	0.00234742	0.131
4301	AFDN	0	Metazoans	0.273473	133	32455	0.110048	0	5	29	37	37		652	970	0.0657895	0.000182749	0.213
4303	FOXO4	0	Eukaryotes	0	28	348.009	0.261905	20	5	30	37	37	942	574	883	0.0184818	0.000660066	0.479
4306	NR3C2	0	Vertebrates	0.266904	39	948.368	0.22807	5	8	29	37	37	945	127	146	0.052168	0.00101626	0.35
4308	TRPM1	0	"Last Universal Common Ancestor"	0	6	20.8585	0.0666667	0	8	2	2	2	941	27	25	0.109825	0.000609013	1.068
4311	MME	0	"Last Universal Common Ancestor"	0	121	56446.4	0.0334711	0	2	18	37	37	960	273	432	0.106222	0.00222222	0.923
4322	MMP13	0	"Last Universal Common Ancestor"	0	23	884.316	0.106719	2	9	0	2	2	947	76	127	0.109696		1.524
4330	MN1	0	Metazoans	0.0918274	7	319.405	0.142857	0	17	25	24	24	947	210	302	0.0429293	0.000252525	0.087
4331	MNAT1	0	Eukaryotes	36.1644	88	13974.7	0.0820272	68	1	30	43	43		675	1019	0.0873786	0.0021575	1.52
4340	MOG	0	Vertebrates	3.22581	18	550.086	0.137255	0	36	1	0	0	941	10	12	0.0564972		0.641
4342	MOS	0	"Last Universal Common Ancestor"	0	78	6850.06	0.0725941	0	0	1	0	0	942	1		0.0751445	0.00192678	0.679
4343	MOV10	0	"Last Universal Common Ancestor"	0	1074	1102720	0.0249253	55	7	30	42	42	950	663	1002	0.0408774	0.000332336	0.343
4345	CD200	0	Vertebrates	0.281426	7	72.6896	0	1	23	28	40	40	954	150	259	0.0385488	0.00113379	0.56
4352	MPL	0	Vertebrates	24.4696	38	4795.78	0.0369844	2	27	1	8	8	946	9	12	0.0582677	0.000524934	0.763
4353	MPO	0	"Last Universal Common Ancestor"	0	44	6231.21	0.0739958	2	3	7	12	12	951	21	91	0.101566		1.145
4430	MYO1B	0	"Last Universal Common Ancestor"	0.187617	117	22879.1	0.128352	0	14	29	36	36	962	576	850	0.0680751	0.00176056	0.43
4436	MSH2	0	"Last Universal Common Ancestor"	0	183	21441	0.118237	28	8	30	43	43	936	674	1017	0.114204	0.00107066	0.334
4437	MSH3	0	"Last Universal Common Ancestor"	0.267142	53	5345	0.140058	6	61	30	43	43	946	674	1017	0.110525	0.00117268	1.158
4439	MSH5	0	"Last Universal Common Ancestor"	0.0938967	19	1644.65	0.0467836	3	17	29	3	3		668	1006	0.0738523		0.699
4478	MSN	1	"Last Universal Common Ancestor"	0	157	27405.8	0.115058	3	107	30	43	43	941	590	923	0.0225303		0.13
4481	MSR1	0	Metazoans	0	14	381.173	0.032967	2	7	22	41	41	946	55	83	0.0945274	0.00568586	1.701
4485	MST1	2	Eukaryotes	5.71924	17	1463.49	0.0661765	2	3	30	36	36		157	600	0.142989	0.00045977	1.032
4486	MST1R	0	"Last Universal Common Ancestor"	0	47	3953.64	0.160037	2	1	23	26	26	951	355	487	0.0878571	0.00047619	1.263
4488	MSX2	1	Metazoans	0	55	14272.7	0.0700337	1	29	15	18	18	951	390	490	0.0848939	0.00124844	0.819
4496	MT1H	11	"Last Universal Common Ancestor"	0.107759	4	125.702	0	0	0	9	20	20	952	60	45	0.0327869	0.010929	1.86
4515	MTCP1	0	"Last Universal Common Ancestor"	0	5	29.4258	0.4	0	1	30	32	32		671	1002	0.00623053	0.00623053	0.851
4524	MTHFR	0	"Last Universal Common Ancestor"	0	35	6414.97	0.0235294	0	39	30	43	43	933	646	918	0.0918221	0.00047824	0.922
4583	MUC2	0	-	3.57143	5	107.809	0	0	1	2	4	4	952	37	72		0.0000630239	0.426
4584	MUC3A	0	Metazoans	0	1	0	0	1	8	10	12	12		157	182	0.00320995		1.061
4585	MUC4	0	Eukaryotes	0.0912409	7	61.0053	0.333333	1	19	7	1	1	955	88	136	0.0311854	0.000269614	0.993
4588	MUC6	0	"Last Universal Common Ancestor"	0.428725	1	0	0	1	1	5	4	4	940	41	56	0.0347137		0.971
4591	TRIM37	0	"Last Universal Common Ancestor"	9.57821	141	31908.9	0.0512665	3	70	30	43	43	954	675	1019	0.0842754	0.00102775	0.642
4593	MUSK	0	"Last Universal Common Ancestor"	0	17	795.555	0.0882353	1	0	6	12	12	951	17	19	0.0855389	0.00268508	0.698
4595	MUTYH	0	"Last Universal Common Ancestor"	0	28	1053.43	0.124339	0	5	30	42	42	945	675	1018	0.114147	0.000607165	1.191
4602	MYB	0	"Last Universal Common Ancestor"	4.61672	82	8604.39	0.126468	9	23	9	26	26	956	367	430	0.0468682	0.00043802	0.353
4603	MYBL1	0	"Last Universal Common Ancestor"	0	11	132.385	0.254545	0	59	18	30	30	958	589	869	0.0314716	0.000886525	0.08
4605	MYBL2	0	"Last Universal Common Ancestor"	15.6452	60	2516.93	0.125424	7	45	10	27	27	940	672	1019	0.0414286	0.000952381	0.437
4609	MYC	0	Opisthokonts	53.9179	1905	1787090	0.0318683	24	116	30	43	43	945	661	995	0.0396476	0.00220264	0.164
4610	MYCL	1	Vertebrates	0.0940734	46	1329.99	0.198068	0	6	17	32	32	933	238	344	0.0516074	0.000846024	0.665
4613	MYCN	0	Opisthokonts	3.30435	54	2114.42	0.20615	0	42	9	15	15	935	117	179	0.0445402	0.000718391	0.412
4615	MYD88	0	Metazoans	0	72	13621	0.0762911	37	9	30	42	42	943	653	977	0.0635965	0.00109649	0.655
4620	MYH2	7	"Last Universal Common Ancestor"	0	36	2008.16	0.0619048	1	22	2	4	4	949	1	8	0.0894728		0.686
4622	MYH4	7	"Last Universal Common Ancestor"	0.321543	53	11954.2	0.0587808	0	1	1	1	1	950	10	6	0.118618	0.00051573	1.041
4625	MYH7	5	"Last Universal Common Ancestor"	0	74	14045.2	0.0373936	0	0	16	11	11	947	4	3	0.0776916	0.000172265	0.575
4627	MYH9	1	"Last Universal Common Ancestor"	13.0075	428	239258	0.0909519	8	115	30	43	43	948	675	1019	0.0639456	0.000680272	0.088
4638	MYLK	0	"Last Universal Common Ancestor"	0	27	1116.81	0.202279	2	32	29	40	40	965	428	560	0.043713	0.000174155	0.528
4645	MYO5B	0	"Last Universal Common Ancestor"	0	71	8259.04	0.0969819	1	6	22	34	34	960	426	569	0.0894661	0.000721501	0.688
4649	MYO9A	0	"Last Universal Common Ancestor"	0	59	16538.5	0.0485096	0	7	28	42	42	945	661	987	0.0572998	0.000654108	0.304
4654	MYOD1	0	Metazoans	0.894454	90	12029.9	0.110112	5	3	1	1	1	948	8	9	0.096875		1.048
4661	MYT1	0	"Last Universal Common Ancestor"	0.0892061	12	96.6072	0.257576	0	1	5	3	3		88	149	0.0544157		0.304
4665	NAB2	0	Metazoans	0	112	15417.5	0.0596847	7	50	30	40	40	946	669	1013	0.0126984	0.000634921	0.46
4673	NAP1L1	3	"Last Universal Common Ancestor"	0	229	35014.8	0.149582	2	50	30	43	43	935	674	1018	0.0460358	0.00255754	0.184
4674	NAP1L2	0	"Last Universal Common Ancestor"	0	31	977.82	0.027957	0	2	27	32	32	955	170	263	0.0057971		0.506
4681	NBL1	0	Metazoans	0	4	28.2165	0.166667	0	80	30	37	37	963	575	876	0.00925926	0.00308642	1.023
4682	NUBP1	0	"Last Universal Common Ancestor"	33.9056	45	1773.78	0.0646465	1	22	30	43	43	952	675	1019	0.139583	0.00104167	1.613
4683	NBN	0	Eukaryotes	0	135	9842.84	0.141072	62	3	30	43	43		675	1019	0.0755968	0.00132626	1.01
4685	NCAM2	0	Eukaryotes	0	8	181.285	0.178571	0	31	10	18	18	946	140	155	0.0448569	0.00309358	0.4
4686	NCBP1	0	"Last Universal Common Ancestor"	65.3215	182	22348.5	0.142736	52	5	30	43	43	932	675	1019	0.0383966	0.000421941	0.094
4688	NCF2	0	"Last Universal Common Ancestor"	0.0938967	29	1079.71	0.108374	7	1	30	42	42	954	255	376	0.0747782	0.00126743	0.743
4698	NDUFA5	0	"Last Universal Common Ancestor"	1.05973	107	7979.23	0.23629	4	36	30	43	43		675	1019	0.0641026	0.003663	1.372
4703	NEB	0	"Last Universal Common Ancestor"	0	55	5143.74	0.0707071	3	0	4	18	18	953	47	71	0.0764408	0.0000778816	0.424
4708	NDUFB2	0	Metazoans	0.844278	4	3.84384	0.5	4	2	30	43	43	941	675	1019	0.111111		1.855
4715	NDUFB9	1	"Last Universal Common Ancestor"	3.30882	114	13006.6	0.187704	4	0	30	43	43	947	675	1019	0.111732	0.0018622	1.044
4729	NDUFV2	1	"Last Universal Common Ancestor"	0.934579	104	7218.39	0.246826	10	0	30	43	43		675	1019	0.120482	0.00133869	0.834
4734	NEDD4	0	Eukaryotes	0.0891266	355	240420	0.0307949	14	4	27	35	35	954	640	940	0.0755623	0.000505433	0.628
4744	NEFH	0	Vertebrates	0	35	2434.67	0.0386555	1	3	13	13	13	946	120	189	0.0611111	0.000653595	1.064
4751	NEK2	5	"Last Universal Common Ancestor"	0.178891	115	13207.5	0.0803966	15	7	5	26	26	936	673	1016	0.0719101	0.000749064	0.818
4763	NF1	0	"Last Universal Common Ancestor"	0.0938967	136	19806.4	0.18159	5	14	30	40	40	944	672	1012	0.0383938	0.000352237	0.29
4771	NF2	0	"Last Universal Common Ancestor"	0.267142	277	71481	0.0735887	3	103	30	43	43	936	661	1013	0.0633053	0.0022409	0.086
4773	NFATC2	0	Vertebrates	0.0891266	191	23940.7	0.0741802	7	27	28	41	41	943	336	442	0.0627027	0.000720721	0.187
4776	NFATC4	0	Vertebrates	0.179051	24	4649.81	0.076087	0	4	29	33	33	948	299	480	0.0390328		0.358
4780	NFE2L2	0	"Last Universal Common Ancestor"	1.94004	79	6347.01	0.128854	1	9	30	43	43	951	675	1019	0.0484848		0.663
4791	NFKB2	0	"Last Universal Common Ancestor"	0.641026	151	9870.36	0.167329	23	4	30	41	41	949	674	1012	0.0222222	0.00037037	0.163
4792	NFKBIA	0	"Last Universal Common Ancestor"	0.183655	190	38787.8	0.0844333	26	10	30	43	43	945	675	1019	0.042061	0.00315457	0.193
4794	NFKBIE	0	"Last Universal Common Ancestor"	1.07431	60	4166.19	0.235028	6	2	30	41	41	953	674	1011	0.0406279		0.43
4811	NID1	0	"Last Universal Common Ancestor"	0	33	2913.08	0.109848	6	20	29	39	39	958	329	538	0.0940925	0.000534616	0.65
4820	NKTR	0	"Last Universal Common Ancestor"	0.293542	59	5594.79	0.197545	0	15	30	43	43	927	675	1019	0.0599225	0.000227842	0.308
4824	NKX3-1	0	Metazoans	0	49	38848.9	0.0408163	2	5	24	36	36	954	406	557	0.0797721		1.381
4829	NMBR	0	Vertebrates	0.177936	1	0	0	3	0	1	2	2	944	1	2	0.116239	0.0025641	1.789
4842	NOS1	0	"Last Universal Common Ancestor"	0	51	6639.57	0.0572549	2	19	9	7	7	938	36	58	0.051317		0.19
4849	CNOT3	0	-	62.3457	77	9860.87	0.190021	8	3	30	42	42	955	675	1019	0.0185923		0.076
4851	NOTCH1	0	"Last Universal Common Ancestor"	0.0893655	278	133189	0.0457627	59	43	30	39	39	949	612	936	0.0731898		0.097
4853	NOTCH2	0	"Last Universal Common Ancestor"	0	283	200599	0.0246097	14	56	30	43	43	950	645	969	0.0407392	0.000404694	0.116
4854	NOTCH3	0	"Last Universal Common Ancestor"	0	98	55526.6	0.0490217	18	10	29	36	36	951	364	583	0.0429413	0.000430849	0.322
4855	NOTCH4	0	"Last Universal Common Ancestor"	0	15	870.745	0.161905	8	4	29	10	10	951	28	37	0.0605758		0.742
4857	NOVA1	1	"Last Universal Common Ancestor"	0	14	1247.49	0.0549451	0	5	22	32	32	949	197	172	0.0401052	0.00131492	0.182
4869	NPM1	31	"Last Universal Common Ancestor"	6.52361	798	495697	0.0954394	21	48	30	43	43	939	675	1019	0.0102041	0.00340136	0.162
4883	NPR3	0	"Last Universal Common Ancestor"	0.0890472	5	484.517	0	0	4	22	32	32		164	230	0.0813309	0.00123229	0.819
4893	NRAS	2	"Last Universal Common Ancestor"	3.58705	652	520594	0.0164353	30	75	30	43	43	942	664	1018	0.021164		0.612
4913	NTHL1	0	"Last Universal Common Ancestor"	0	34	6858.19	0.0926916	5	4	30	43	43	934	675	1018	0.126096		1.595
4914	NTRK1	0	"Last Universal Common Ancestor"	0.0891266	1963	2073490	0.026031	10	0	12	3	3	946	57	99	0.0690955	0.00041876	0.658
4915	NTRK2	0	"Last Universal Common Ancestor"	0	45	3252.85	0.124242	25	6	23	33	33	951	49	86	0.0413683	0.00159109	0.112
4916	NTRK3	0	"Last Universal Common Ancestor"	0.266667	65	8022.67	0.0548077	12	23	17	29	29	935	55	75	0.0635677	0.00238379	0.259
4921	DDR2	0	"Last Universal Common Ancestor"	0.0890472	20	2269.16	0.257895	1	67	29	36	36	946	190	326	0.0608187	0.00116959	0.376
4926	NUMA1	0	Vertebrates	7.02794	163	41327.3	0.141559	6	15	30	43	43	949	675	1019	0.0464933		0.217
4928	NUP98	0	"Last Universal Common Ancestor"	27.3141	116	33923	0.134633	2	65	30	43	43	925	675	1019	0.0588021	0.00018205	0.122
4929	NR4A2	0	Metazoans	0.178253	33	2055.13	0.0871212	2	15	30	40	40	957	291	480	0.0401338		0.133
4952	OCRL	0	"Last Universal Common Ancestor"	0.0896861	77	10101.9	0.0997949	17	55	30	39	39	937	660	996	0.0214339		0.155
4953	ODC1	0	"Last Universal Common Ancestor"	0	20	584.507	0.0210526	4	6	30	43	43	919	675	1019	0.0520607		0.543
4985	OPRD1	0	Metazoans	0.0897666	33	2885.38	0.113636	3	8	0	1	1	948	58	71	0.0546595		1.193
4986	OPRK1	0	Metazoans	0	15	597.377	0.114286	4	19	1	3	3	942	18	29	0.0855746	0.000814996	1.311
5018	OXA1L	0	"Last Universal Common Ancestor"	5.89744	76	6500.33	0.131228	7	37	30	43	43	930	675	1019	0.104981	0.000766284	1.045
5046	PCSK6	0	"Last Universal Common Ancestor"	0	46	4802.82	0.0309179	0	18	21	37	37	949	370	477	0.0732714	0.00275198	0.734
5063	PAK3	0	"Last Universal Common Ancestor"	0	29	1013.25	0.0886699	10	37	17	23	23		116	100	0.00977011	0.000574713	0.286
5076	PAX2	0	"Last Universal Common Ancestor"	0	27	1276.36	0.042735	0	28	2	7	7	946	46	77	0.0779321	0.000771605	0.434
5077	PAX3	1	"Last Universal Common Ancestor"	0.711744	35	3563	0.0571429	5	21	4	4	4	941	109	127	0.0752475	0.0019802	0.475
5079	PAX5	0	"Last Universal Common Ancestor"	0.534283	58	5647.08	0.0544465	2	37	3	10	10	955	120	157	0.0707587	0.00170503	0.165
5080	PAX6	0	"Last Universal Common Ancestor"	0	161	68147.2	0.0277174	2	24	2	5	5	945	215	300	0.0483764		0.169
5087	PBX1	2	"Last Universal Common Ancestor"	0.0919963	64	13170.9	0.0922619	14	14	29	37	37	957	444	602	0.0263566	0.00232558	0.255
5093	PCBP1	0	"Last Universal Common Ancestor"	61.5385	462	123325	0.135439	8	34	30	43	43	944	675	1019	0.00749064		0.387
